,Name,P.CH3 (wt%),P.CH2 (wt%),P.CH (wt%),Olef (wt%),Naph (wt%),Arom (wt%),OH (wt%),O (wt%),Mol Wt,B.I,DCN
201,MC 35,30.93977190322651,27.677907336117926,3.044083437422108,0.0,20.535113509656743,14.993200640571708,0.0,0.0,93.38789919344113,0.45002921889535363,26.42
202,MC 36,21.61822612270105,28.176864440435487,0.7349614550012112,0.0,19.831935903115056,28.959586120284555,0.0,0.0,90.32061733984713,0.49827762412088383,26.19
203,MC 37,40.928865473323796,26.02030783736776,3.82332510800589,0.0,0.0,25.698278404681744,0.0,0.0,105.8681048073104,0.6221983345085494,30.02
204,MC 38,14.017183037154386,85.97804026919265,0.0,0.0,0.0,0.0,0.0,0.0,213.959797633295,0.0,101.5
205,MC 39,14.772811448474775,85.22263768824027,0.0,0.0,0.0,0.0,0.0,0.0,203.02152585689515,0.0,100.1
206,MC 40,15.537029234266424,84.45864829987411,0.0,0.0,0.0,0.0,0.0,0.0,193.04052957703232,0.0,98.2
207,MC 41,16.30998368730639,83.68592485533776,0.0,0.0,0.0,0.0,0.0,0.0,183.8964115389647,0.0,95.4
208,MC 42,11.981246628848977,78.30245771566898,0.0,0.0,9.711781244544273,0.0,0.0,0.0,185.78895635953046,0.12888155012971014,87.9
209,MC 43,10.684212452488879,69.82579690596066,0.0,0.0,19.485964939797462,0.0,0.0,0.0,157.5726947412953,0.21931828608559198,77.5
210,MC 44,9.378817401976855,61.29449428684572,0.0,0.0,29.32315446890088,0.0,0.0,0.0,136.68080821053022,0.2862794608636852,68.3
211,MC 45,13.676043291182053,83.47418782059712,0.0,2.845211476672742,0.0,0.0,0.0,0.0,196.58378301812272,0.0,92.7
212,MC 46,14.092581173156713,80.13935518252066,0.0,5.763960260363138,0.0,0.0,0.0,0.0,173.42704555301862,0.0,86.9
213,MC 47,14.520025837302123,76.7172020515589,0.0,8.759134643194573,0.0,0.0,0.0,0.0,154.7239833937258,0.0,80.3
214,MC 48,13.439766116194665,81.87289758102037,0.0,0.0,0.0,4.682616043483676,0.0,0.0,208.9710182206758,0.1270819535770462,98.7
215,MC 49,13.607419581000995,77.08117706357422,0.0,0.0,0.0,9.306959355594095,0.0,0.0,194.4980684666573,0.23508904129360217,92.7
216,MC 50,13.936544362635242,67.67442862101377,0.0,0.0,0.0,18.385125348514663,0.0,0.0,171.2187449601904,0.4088153361179822,83.6
217,MC 51,14.257676498069292,58.49611880231608,0.0,0.0,0.0,27.24283219348593,0.0,0.0,153.31429822034224,0.5424306102959535,74.9
218,MC 52,14.415335757762055,53.990043665080556,0.0,0.0,0.0,31.59150786204265,0.0,0.0,145.82768669591087,0.598300845552904,67.8
219,MC 53,14.57110364121807,49.53802614204536,0.0,0.0,0.0,35.888014176024996,0.0,0.0,139.11590444195565,0.6483887728212263,59.1
220,MC 54,14.725013980648608,45.139099271381845,0.0,0.0,0.0,40.133284320799106,0.0,0.0,133.0645829538109,0.6935478884043962,52.2
221,MC 55,14.877099806144162,40.792319016755954,0.0,0.0,0.0,44.32822935703551,0.0,0.0,127.58080665911064,0.7344715920961894,45.6
222,MC 56,15.027393369306012,36.49676359191199,0.0,0.0,0.0,48.47373887253284,0.0,0.0,122.58830813176291,0.771729043792814,38.9
223,PRF 84,60.12025295046403,21.423709702437932,9.597139420490988,0.0,0.0,0.0,0.0,0.0,111.5267103343239,0.49400187147102426,26.9
224,PRF 84 + Meth (1.5),59.87880686064955,21.078948061466328,9.427946136298042,0.0,0.0,0.0,0.9115794311571024,0.0,106.95971350643015,0.46542019278115093,25.0
225,PRF 84 + Meth (3.5),59.6056173930113,20.545670879814256,9.218513928764503,0.0,0.0,0.0,2.1208003257042374,0.0,101.46559861462143,0.43170555420891515,23.0
226,PRF 84 + Meth (7.0),59.06105708518708,19.733201085545367,8.832528713590696,0.0,0.0,0.0,4.22010968774699,0.0,93.1371996458977,0.3796786108503787,19.0
227,PRF 70 + Eth (2.0),54.62770759521002,29.474909190072786,7.828163474650215,0.0,0.0,0.0,0.8432226865436864,0.0,106.10317100395994,0.38335060052204545,31.6208392921919
228,PRF 70 + Eth (5.0),53.861797231971394,29.508465702914386,7.5559757535972745,0.0,0.0,0.0,2.0990144620425366,0.0,101.49231706961051,0.3539416093635618,29.1354079328172
229,PRF 70 + Eth (10),52.599777560915726,29.56375804694151,7.107481680823385,0.0,0.0,0.0,4.168230390559338,0.0,94.71059853886861,0.3106863895822277,25.399940333052
230,PRF 70 + Eth (15),51.35554780009414,29.618270969015516,6.665309751418704,0.0,0.0,0.0,6.208277862777435,0.0,88.85687649351338,0.2733501255566872,22.7631487596849
231,PRF 70 + Eth (20),50.128734422167064,29.672020834334717,6.229327221970681,0.0,0.0,0.0,8.219769316631528,0.0,83.75287095714953,0.24079571029457034,19.8236840721155
232,PRF 84 + Eth (2.0),59.48633129109975,21.64049603906844,9.376285005978852,0.0,0.0,0.0,0.8418553506417098,0.0,108.01896104854822,0.467453799157346,25.4185428884854
233,PRF 84 + Eth (5.0),58.55978598797303,21.934955843921394,9.052957685422902,0.0,0.0,0.0,2.095724157676914,0.0,103.19167664284416,0.43116456098562045,23.3638856680458
234,PRF 84 + Eth (10),57.02118375282789,22.43903857998915,8.516400838000534,0.0,0.0,0.0,4.162083747951175,0.0,96.1095028659991,0.3777724849605275,20.5527092315159
235,PRF 84 + Eth (15),55.50398990052026,22.936107419970558,7.987309737176818,0.0,0.0,0.0,6.199691646476853,0.0,90.0174543612325,0.33184490295477326,17.9781025211394
236,PRF 84 + Eth (20),54.007760698117906,23.4263077413423,7.465529639940351,0.0,0.0,0.0,8.209143791423726,0.0,84.72146009769827,0.2919187253069493,15.4033837527206
237,PRF 70 + Meth (1)+ Eth (0.5),54.93637862560488,29.091882423513063,7.8790772843851435,0.0,0.0,0.0,0.8196672501413836,0.0,105.68620871284051,0.38432760292713647,31.86
238,PRF 84 + Meth (1)+ Eth (0.5),59.79774719725469,21.25285711318352,9.428150402679053,0.0,0.0,0.0,0.818337222871321,0.0,107.58882714833973,0.468167835693409,26.34
239,PRF 84 + Meth (10)+ Eth (6.0),56.80687644615345,19.60469915922863,7.883458209072389,0.0,0.0,0.0,8.427927838709476,0.0,81.18032644527332,0.2953761742754614,15.86
240,TPRF 25-38,38.793965673978356,28.579719083887525,4.0927356582520105,0.0,0.0,24.755669745495652,0.0,0.0,101.8698660534233,0.5199414496688356,32.1
241,TPRF 25-38 + but 5%,37.77559486871328,30.128404293414995,3.867734026237214,0.0,0.0,23.39470569615004,1.2627953327401598,0.0,99.80343638015597,0.4813900465907669,30.4
242,TPRF 25-38 + but 10%,36.76783640079682,31.660950813768203,3.645077113071963,0.0,0.0,22.047924113089127,2.512431205287615,0.0,97.83944582813521,0.44474975227445634,28.8
243,TPRF 25-38 + but 20%,34.78349977993084,34.67862645762069,3.206652350840729,0.0,0.0,19.396030727265295,4.973038884199509,0.0,94.18975191250414,0.3766609016964443,25.7
244,PRF 70 + 2-methylbutan-1-ol 5%,53.90932557985822,29.590423921779372,8.406695107570606,0.0,0.0,0.0,1.1311344558342167,0.0,107.90227642089789,0.3971314137788583,29.2
245,PRF 70 + 2-methylbutan-1-ol 10%,52.69865877960981,29.726007095772847,8.79539864554324,0.0,0.0,0.0,2.2420821632213626,0.0,106.43190291168202,0.3899553774947298,28.1
246,PRF 70 + 2-methylbutan-1-ol 20%,50.34100704146114,29.990041680485866,9.552359662181093,0.0,0.0,0.0,4.40554100489126,0.0,103.68053102201378,0.37652753457751104,24.9
247,PRF 84 + 2-methylbutan-1-ol 5%,58.59847804261641,22.030910715448798,9.899554054980756,0.0,0.0,0.0,1.1293646560309742,0.0,109.8104069272633,0.47984918848856434,23.6
248,PRF 84 + 2-methylbutan-1-ol 10%,57.103573113242504,22.62739038060155,10.196628954482806,0.0,0.0,0.0,2.238788121127595,0.0,108.17507642145854,0.4663642101770438,21.9
249,PRF 84 + 2-methylbutan-1-ol 20%,54.19157592212547,23.789301800754984,10.775315435410828,0.0,0.0,0.0,4.3998874329572155,0.0,105.12544562365821,0.441216874503608,18.9
250,TPRF 25-38 + 2-methylbutan-1-ol 5%,38.533853097589635,28.758342132987856,4.683150412355989,0.0,0.0,23.386769229628744,1.0682167130755362,0.0,100.98970146829477,0.505984236668025,29.5
251,TPRF 25-38 + 2-methylbutan-1-ol 10%,38.276624802428486,28.9349845046658,5.267018300424541,0.0,0.0,22.033047887776224,2.1245884109838573,0.0,100.13412730604759,0.4924169663844451,27.7
252,TPRF 25-38 + 2-methylbutan-1-ol 20%,37.770631264665,29.282457548050346,6.415544274541144,0.0,0.0,19.370143907944673,4.202576185551985,0.0,98.49274017746741,0.46638866422657443,25.4
253,PRF 60 + BOH 5,49.75141060011484,36.459259163324546,6.474024955498282,0.0,0.0,0.0,1.3386994418038416,0.0,105.179389933637,0.31427722856974644,33.8
254,PRF 60 + BOH 10,47.958421012086504,37.693293977567755,6.080290086590794,0.0,0.0,0.0,2.6542639241969037,0.0,102.55149853911027,0.2877890122764842,32.0
255,PRF 60 + BOH 20,44.46382021795199,40.098471938799605,5.312886753771881,0.0,0.0,0.0,5.218346122778676,0.0,97.78950484439594,0.2397897992057088,28.4
256,PRF 60 + BOH 30,41.08596922323929,42.42329621699595,4.571121309358596,0.0,0.0,0.0,7.696765866613715,0.0,93.58887930511338,0.19744897869719705,24.9
257,PRF 60 + BOH 50,34.657870507901805,46.847470042144316,3.1595310681732154,0.0,0.0,0.0,12.413234057883992,0.0,86.51654262896588,0.12616232508330003,19.4
258,PRF 60 + BOH 70,28.632378566294285,50.99454757038708,1.8363520070271766,0.0,0.0,0.0,16.83429887624764,0.0,80.79352345446014,0.06847631490018237,15.1
259,PRF 70 + BOH 5,53.11191526183851,31.041510468173847,7.544571671151385,0.0,0.0,0.0,1.3372004438720364,0.0,106.4730600852902,0.3707509074739752,29.5
260,PRF 70 + BOH 10,51.116648395563104,32.603395545090926,7.086211257159933,0.0,0.0,0.0,2.6514723989328957,0.0,103.70817551529235,0.33918371113660745,27.21
261,PRF 70 + BOH 15,49.155302825230514,34.13872719859468,6.635643374340265,0.0,0.0,0.0,3.9434005719711522,0.0,101.12676826409124,0.3097113091384895,26.55
262,PRF 70 + BOH 20,47.22702080415681,35.64817686856519,6.19267097780992,0.0,0.0,0.0,5.2135499562868475,0.0,98.71116155539742,0.2821318824692382,24.5
263,PRF 70 + BOH 30,43.46635862130581,38.5920047053327,5.328757130420017,0.0,0.0,0.0,7.690678666696059,0.0,94.31731101646005,0.23196648166200184,21.3
264,PRF 70 + BOH 50,36.30709779489799,44.19623882334664,3.684104070856752,0.0,0.0,0.0,12.406446708631174,0.0,86.94932028453046,0.1478447745315998,17.1
265,PRF 70 + BOH 70,29.593061318090857,49.45195351307002,2.1417296691769736,0.0,0.0,0.0,16.828947776468397,0.0,81.01413894916259,0.0800817161585757,14.0
266,PRF 84 + BOH 5,57.80399823992023,23.477013765764156,9.039315624037545,0.0,0.0,0.0,1.3351074776696341,0.0,108.33350530925904,0.45196649868403366,23.9
267,PRF 84 + BOH 10,55.52702273133541,25.4954977617552,8.490951440751289,0.0,0.0,0.0,2.6475741136332207,0.0,105.36780084086735,0.4129259447808726,22.81
268,PRF 84 + BOH 15,53.288335676306076,27.480039965029704,7.951808268619563,0.0,0.0,0.0,3.937970983082071,0.0,102.60612072587199,0.37657116886106123,21.25
269,PRF 84 + BOH 20,51.08697936845499,29.431489359245198,7.421655463143376,0.0,0.0,0.0,5.206850115523078,0.0,100.02811142045135,0.34263423673454174,20.21
270,PRF 84 + BOH 30,46.792585249688,33.23836640668283,6.387436203968928,0.0,0.0,0.0,7.682172744734368,0.0,95.35438344493082,0.28110924970305534,17.96
271,PRF 84 + BOH 50,38.61298836726338,40.48938221189623,4.417543270500648,0.0,0.0,0.0,12.39695687980235,0.0,87.56172448697026,0.1785266338896218,15.17
272,PRF 84 + BOH 70,30.936991579936034,47.29396865126843,2.5689323858773028,0.0,0.0,0.0,16.821461949420883,0.0,81.32479454260401,0.09642364545014454,13.09
273,PRF 60 + POH 5,50.03968803585545,35.86577392821716,6.477287288339354,0.0,0.0,0.0,1.6376382695981817,0.0,103.22241837075799,0.3085851961774879,33.5
274,PRF 60 + POH 10,48.528484865247485,36.51723047354547,6.086367997609356,0.0,0.0,0.0,3.248584125642249,0.0,98.92167796483517,0.27788018540076526,30.1
275,PRF 60 + POH 15,47.04171418360074,37.158154547024864,5.701768923406989,0.0,0.0,0.0,4.833484895485856,0.0,95.02643313479967,0.25007019846932904,25.0
276,PRF 60 + POH 20,45.57878822121343,37.788799527173055,5.3233380209778485,0.0,0.0,0.0,6.392967142905319,0.0,91.48191744572841,0.2247642320172936,20.4
277,PRF 60 + POH 30,42.7222121535158,39.020225726326146,4.584396552339052,0.0,0.0,0.0,9.438083423915298,0.0,85.27124633398395,0.1804233266340785,16.2
278,PRF 60 + POH 50,37.27132290528179,41.3700206100897,3.1743559964353927,0.0,0.0,0.0,15.248743179654928,0.0,75.49159365667643,0.1106017813867084,13.7
279,PRF 60 + POH 70,32.14415815749834,43.58026281900224,1.8480567630549949,0.0,0.0,0.0,20.714311916103636,0.0,68.14074299723463,0.05812059735490695,9.2
280,PRF 70 + POH 5,53.4015612371395,30.44596311284838,7.548369205163088,0.0,0.0,0.0,1.6358036143157508,0.0,104.470949667204,0.36396244583172255,28.8
281,PRF 70 + POH 10,51.68926577426259,31.423487607540014,7.0932872385696815,0.0,0.0,0.0,3.245164134137504,0.0,100.00234603685176,0.3273901684477985,26.1
282,PRF 70 + POH 15,50.00442798260981,32.385336918380105,6.645502780665434,0.0,0.0,0.0,4.828717605472365,0.0,95.9634601780862,0.2943348191334224,24.34
283,PRF 70 + POH 20,48.34639266540058,33.33188508765034,6.204841697811681,0.0,0.0,0.0,6.387079837831162,0.0,92.29515079451153,0.26431236930258556,21.7
284,PRF 70 + POH 30,45.108211264069624,35.18051559954669,5.344220390185275,0.0,0.0,0.0,9.430597394414075,0.0,85.88339931841911,0.21183683714580903,17.8
285,PRF 70 + POH 50,38.92684863537571,38.70936532853424,3.701380867287331,0.0,0.0,0.0,15.240366320979714,0.0,75.827772587588,0.1295388307683291,11.85
286,PRF 70 + POH 70,33.10983886470784,42.030211327351935,2.1553765102583813,0.0,0.0,0.0,20.70768552569297,0.0,68.30203404060431,0.06794612297260934,8.49
287,PRF 84 + POH 5,58.09554868311057,22.87859742006667,9.043858407211797,0.0,0.0,0.0,1.633241992164111,0.0,106.26559517731323,0.44356199831155835,23.5
288,PRF 84 + POH 10,56.10319491499527,24.31023910381299,8.499417656329038,0.0,0.0,0.0,3.2403882257153813,0.0,101.55158537931926,0.3983673866774733,21.4
289,PRF 84 + POH 15,54.14242245215625,25.719187471851942,7.963606973978101,0.0,0.0,0.0,4.82205917639388,0.0,97.30355838266391,0.35764029052110813,18.91
290,PRF 84 + POH 20,52.21248629425935,27.105977857591586,7.436222777568475,0.0,0.0,0.0,6.378855803979013,0.0,93.45567430907847,0.32074948338008785,17.3
291,PRF 84 + POH 30,48.44225824120405,29.815143129525048,6.405951033135043,0.0,0.0,0.0,9.420136881701017,0.0,86.75365441601375,0.25649522867746327,13.7
292,PRF 84 + POH 50,41.24153122398506,34.989355217813426,4.438243647581212,0.0,0.0,0.0,15.2286541690208,0.0,76.30285416680228,0.156300303599135,9.27
293,PRF 84 + POH 70,34.46075436249552,39.86180455811013,2.5852939831598842,0.0,0.0,0.0,20.69841569827142,0.0,68.52895369664728,0.08176961153731595,8.4
294,Face A gasoline,57.18,16.99,25.1,0.0,0.32,0.41,0.0,0.0,99.78,0.42,26.4
295,Face C gasoline,53.82,33.12,9.44,0.0,2.8,0.82,0.0,0.0,97.71,0.31,26.5
296,Face F gasoline,48.58,21.14,6.01,1.95,9.82,12.49,0.0,0.0,95.6,0.68,19.5
297,Face G gasoline,37.11,18.01,7.01,1.65,12.7,23.51,0.0,0.0,98.97,0.76,18.0
298,Face I gasoline,58.56,30.55,7.38,1.42,1.61,0.48,0.0,0.0,95.44,0.38,31.8
299,Face J gasoline,25.38,34.05,7.25,0.0,0.81,32.51,0.0,0.0,94.5,0.68,29.7
300,Face A (98.5)+ Meth (1.5),57.0016974825409,16.696030104645317,24.665706628993377,0.0,0.3144631920827841,0.40290596485606706,0.9191966268815402,0.0,96.25245250974044,0.3981414879623928,25.7
301,Face A (96.5)+ Meth (3.5),56.765253468264746,16.306201496925567,24.089797385098986,0.0,0.30712092283791537,0.393498682386079,2.1381280444867112,0.0,91.9420824749116,0.3714322018215236,24.5
302,Face A (93)+ Meth (7),56.354992851882336,15.62979898626695,23.090521162760474,0.0,0.2943811462981415,0.37717584369449375,4.253130009097605,0.0,85.31305599320228,0.3303553189310262,21.0
303,Face I (98.5)+ Meth (1.5),58.36124165085729,30.030353652861795,7.25446841106776,1.395846225435802,1.5826143823603107,0.47183534380928516,0.9036403336077604,0.0,92.32658764384632,0.3613509348149685,30.6
304,Face I (96.5)+ Meth (3.5),58.09748873737193,29.34078142291079,7.0878876236033275,1.363794095598472,1.5462735872630564,0.4610008210473708,2.102773712205048,0.0,88.4956927888588,0.3384042127958125,29.5
305,Face J (98.5)+ Meth (1.5),25.723804240996294,33.50538337260181,7.134039044092898,0.0,0.7970443621676205,31.990015079097947,0.8497139010434197,0.0,91.63729830072825,0.6488538055119234,29.2
306,Face J (96.5)+ Meth (3.5),26.18113129411764,32.78093647058823,6.979788235294117,0.0,0.7798108235294119,31.298333176470585,1.9800000000000002,0.0,88.08773132282386,0.6102345167923235,27.9
307,Face J (93)+ Meth (7.0),26.978501408450704,31.51783098591549,6.710845070422535,0.0,0.7497633802816903,30.092354929577464,3.9507042253521134,0.0,82.51498847040737,0.5496030745580323,26.1
308,Face J (89.5)+ Meth (10.5),27.77213676814988,30.260641686182666,6.443161592505854,0.0,0.719856674473068,28.892025292740048,5.912177985948477,0.0,77.6270289767945,0.49642207526752435,25.0
309,Face J (86)+ Meth (14),28.562063551401863,29.00932710280373,6.176728971962615,0.0,0.6900897196261683,27.697304672897193,7.8644859813084125,0.0,73.3049388309923,0.4493977344811962,22.9
310,Face A + BoH 5,55.017461121157325,19.319518987341773,23.629403254972875,0.0,0.30125135623869803,0.3859783001808318,1.3458010849909585,0.0,97.78409758185352,0.38748335858721805,24.1
311,Face A + BoH 10,52.89367741935485,21.60729032258065,22.185161290322586,0.0,0.2828387096774194,0.36238709677419356,2.667483870967742,0.0,95.90018133004415,0.35679116208760825,23.4
312,Face A + BoH 15,50.8076163410302,23.854426287744225,20.766571936056838,0.0,0.264753108348135,0.3392149200710479,3.965690941385435,0.0,94.11908345207742,0.32777405158543493,21.36
313,Face A + BoH 20,48.75828169014084,26.062000000000005,19.372957746478875,0.0,0.24698591549295776,0.3164507042253521,5.241042253521127,0.0,92.43261027329682,0.30029853819956004,20.45
314,Face A + BoH 30,44.765979238754326,30.36256747404844,16.658062283737024,0.0,0.21237370242214534,0.27210380622837366,7.7255501730103795,0.0,89.31489678306582,0.24950568847508287,18.92
315,Face A + BoH 50,37.181939799331104,38.532207357859534,11.50066889632107,0.0,0.14662207357859533,0.18785953177257522,12.445284280936454,0.0,83.93666119694203,0.16188509320076222,15.61
316,Face A + BoH 70,30.088776699029125,46.173067961165046,6.677087378640777,0.0,0.08512621359223302,0.10906796116504854,16.859533980582526,0.0,79.46146722045253,0.0889765800073723,13.18
317,Face I + BoH 5,56.353005052302,32.0601401835907,6.954624635309187,1.3381527076069166,1.5172013093289691,0.4523333096136056,1.3239664128655806,0.0,93.87235845962181,0.3522153085194163,29.9
318,Face I + BoH 10,54.181219822109284,33.546188055908516,6.536035578144855,1.2576111817026683,1.4258831003811945,0.4251080050825921,2.6268106734434564,0.0,92.37919943624144,0.3257507362766672,28.0
319,Face I + BoH 15,52.04380838994327,35.008715596330276,6.124071713705442,1.1783444218782828,1.3360102248056587,0.39831360739547583,3.9090342460956653,0.0,90.95533783596086,0.30051438328661984,26.8
320,Face I + BoH 20,49.93996108949416,36.44827682045581,5.718576987215119,1.1003224013340744,1.2475486381322956,0.3719399666481378,5.17112284602557,0.0,89.59605892988608,0.27642268625730915,25.0
321,Face I + BoH 30,45.829845396087016,39.26063072923793,4.926394855657409,0.9478971131481734,1.0747284170201121,0.32041592557121357,7.636762895060883,0.0,87.05443597701854,0.23137526451805268,21.7
322,Face I + BoH 50,37.97944260119443,44.632282680822826,3.4133112143331124,0.6567617783676177,0.7446383543463835,0.2220039814200398,12.346184472461845,0.0,82.58003233905731,0.1520714686959787,17.9
323,Face I + BoH 70,30.586246617703903,49.69109006571318,1.9883494395052186,0.3825821414766138,0.43377270970235793,0.1293235407808272,16.78132972555083,0.0,78.76734879694567,0.08449592084138789,14.5
324,Face J + BoH 5,25.102357123691974,35.28336463643681,6.856083981754762,0.0,0.7659900724443253,30.743626240944458,1.2480346122887043,0.0,93.09869913921898,0.6335178251058005,27.8
325,Face J + BoH 10,24.827235576923073,36.505528846153844,6.465745192307692,0.0,0.7223798076923078,28.99329326923077,2.4847355769230774,0.0,91.75052434043492,0.5887978805607683,26.5
326,Face J + BoH 15,24.55460116990162,37.71664450943898,6.07893512363733,0.0,0.6791637862270674,27.25878356819995,3.7102565806966226,0.0,90.45251063778566,0.5457418162777682,25.21
327,Face J + BoH 20,24.284420328215987,38.91686077289571,5.695606140815246,0.0,0.6363366860772897,25.539883536262572,4.924748544203283,0.0,89.20190966888043,0.5042584670653022,24.24
328,Face J + BoH 30,23.751288037775446,41.28517838405037,4.939205141657922,0.0,0.5518284365162646,22.148077124868834,7.32123557187828,0.0,86.83292100372806,0.4256773796358578,21.95
329,Face J + BoH 50,22.713054123711338,45.89729381443299,3.466172680412371,0.0,0.38725515463917537,15.54279639175258,11.988208762886597,0.0,82.5628627722456,0.2840364236647319,18.02
330,Face J + BoH 70,21.710585106382975,50.35053191489361,2.043882978723404,0.0,0.22835106382978726,9.165053191489362,16.49441489361702,0.0,78.82034833178453,0.15989448124943795,14.7
331,Face A + PoH 5,55.30993631495151,18.714201042118972,23.641373570704875,0.0,0.3014039658416558,0.3861738312346214,1.646330149080909,0.0,96.07823453426941,0.3809165033784101,23.8
332,Face A + PoH 10,53.47154133180253,20.40920350172216,22.207448335246845,0.0,0.2831228473019518,0.3627511481056257,3.2647804247990817,0.0,92.69746409152913,0.3452220944806996,21.8
333,Face A + PoH 15,51.66401736160523,22.075742849010958,20.797602106161946,0.0,0.26514871211043123,0.3397217873914899,4.856053080973389,0.0,89.59767153465297,0.31249426959663773,19.6
334,Face A + PoH 20,49.88659328252892,23.7145300592718,19.411233418007335,0.0,0.24747389218176682,0.31707592435788867,6.420826982782952,0.0,86.74522603854503,0.2823779521415011,18.2
335,Face A + PoH 30,46.41908661854524,26.91157551360355,16.70662132148806,0.0,0.2129927817878956,0.2728970016657412,9.473482787340366,0.0,81.67270544917511,0.22882192781934488,14.9
336,Face A + PoH 50,39.81404569892473,33.0014314516129,11.554771505376344,0.0,0.14731182795698924,0.18874327956989242,15.288299731182796,0.0,73.48715519635081,0.14239832032346245,10.04
337,Face A + PoH 70,33.615151120375195,38.716819958311625,6.71971078686816,0.0,0.0856696195935383,0.10976420010422093,20.745561490359563,0.0,67.1691559989662,0.07569244644459047,8.6
338,Face I + PoH 5,56.641398262850636,31.470997436992736,6.958090559589919,1.3388195927666238,1.5179574256015946,0.45255873558308407,1.6196062936067213,0.0,92.32245529455808,0.34657260191681916,29.9
339,Face I + PoH 10,54.751537591859815,32.37819813453929,6.542501413227813,1.258855285472018,1.427293668739401,0.42552854720180894,3.2149505370265694,0.0,89.44452047767075,0.31571438435425747,28.0
340,Face I + PoH 15,52.88977696731661,33.27190980502175,6.133091597699538,1.1800799551129193,1.3379779772759155,0.3989002665170431,4.786573853275355,0.0,86.77959374312061,0.2871401134984716,26.8
341,Face I + PoH 20,51.055494291283765,34.15243107769424,5.729724310776943,1.1024672793093846,1.2499805068226122,0.37266499582289053,6.335001392369815,0.0,84.30487058126671,0.2606052714695641,25.0
342,Face I + PoH 30,47.46696487376509,35.875053512623495,4.940590010976949,0.9506284302963777,1.0778251920965973,0.32133918770581776,9.364293358946213,0.0,79.8500088854031,0.21283869572384811,21.7
343,Face I + PoH 50,40.59421333333333,39.174220000000005,3.4292399999999996,0.6598266666666666,0.7481133333333332,0.22303999999999996,15.165993333333335,0.0,72.51158044449727,0.1341535149240678,17.9
344,Face I + PoH 70,34.09932053941908,42.292000778008294,2.0009828838174273,0.3850129668049792,0.4365287863070539,0.1301452282157676,20.648720176348547,0.0,66.71719701821453,0.07202412152713109,14.5
345,Face J + PoH 5,25.35952217971948,34.72954029930877,6.85930474464801,0.0,0.7663499094020536,30.758068586000938,1.526675390913362,0.0,91.65981295636028,0.6240195017485505,25.92
346,Face J + PoH 10,25.339211335382966,35.4035396337388,6.47179521454351,0.0,0.7230557412110682,29.020422403422003,3.04090228579067,0.0,89.00654372397382,0.5717231806464406,24.2
347,Face J + PoH 15,25.31906543300273,36.07206549956733,6.087432603341544,0.0,0.680113159821607,27.296887439259805,4.542832323770219,0.0,86.5223280468425,0.5227589296189247,22.6
348,Face J + PoH 20,25.29908247149297,36.73518430124635,5.706178732431715,0.0,0.6375178997613367,25.58729249535932,6.032614691063379,0.0,84.19150783478727,0.4768181254392856,21.27
349,Face J + PoH 30,25.259597527291856,38.04546100223595,4.952847560173615,0.0,0.5533526239642248,22.209251611206103,8.97632118900434,0.0,79.93652771558186,0.3929518506259614,18.46
350,Face J + PoH 50,25.182498381877025,40.603935275080914,3.4818770226537215,0.0,0.3890097087378641,15.613216828478963,14.724265372168286,0.0,72.75660591261882,0.25143455132118253,12.9
351,Face J + PoH 70,25.10779661016949,43.082854594112405,2.0566458519179305,0.0,0.2297769848349688,9.222283675289919,20.293479036574485,0.0,66.93171586978156,0.13662512438989716,8.9
352,DEE 25% + n-heptane 75%,32.718086530045355,61.7039047749944,0.0,0.0,0.0,0.0,0.0,5.575429865235349,91.69201309272052,0.0,62.2
353,DEE 50% + n-heptane 50%,35.379629762194504,53.58038999527538,0.0,0.0,0.0,0.0,0.0,11.034876229472989,84.79389485295735,0.0,79.4
354,DEE 75% + n-heptane 25%,37.98637590597036,45.62412591128398,0.0,0.0,0.0,0.0,0.0,16.381920976003737,78.97483195063384,0.0,106.2
355,DEE 50% + iso-octane 50% ,52.977316364055866,25.244996877379265,5.61710901504726,0.0,0.0,0.0,0.0,10.970479809841011,89.4621044048484,0.23193156607272614,66.6
356,DEE 75% + iso-octane 25%,46.71283875604507,31.583861946876766,2.78786091871243,0.0,0.0,0.0,0.0,16.33447303912911,80.9433475462777,0.10415021319416552,93.4
357,DEE 25% + iso-octane 75%,59.335488720726325,18.811324482093806,8.48867280087277,0.0,0.0,0.0,0.0,5.5262599393422285,100.16106065504857,0.39241590982572866,44.3
358,DEE 40% + MeOH 60%,44.498958442924774,14.188737506575485,0.0,0.0,0.0,0.0,33.19963177275118,8.108921620199894,40.654287984972186,0.0,11.1
359,DEE 50% + MeOH 50%,43.873767441860466,17.922119601328905,0.0,0.0,0.0,0.0,27.956810631229235,10.242564784053156,43.76891334250344,0.0,20.2
360,DEE 80% + MeOH 20%,41.91687156970362,29.607892425905604,0.0,0.0,0.0,0.0,11.546377607025248,16.921031833150387,57.57574463542223,0.0,66.1
361,DEE 90% + MeOH 10%,41.23598002496878,33.67389513108614,0.0,0.0,0.0,0.0,5.83645443196005,19.244769038701623,64.67430441898527,0.0,97.2
362,DEE 10% + EtOH 90%,33.32449705656514,31.114311492193504,0.0,0.0,0.0,0.0,33.587530074225754,1.972748912208856,47.64497592571363,0.0,7.8
363,DEE 20% + EtOH 80%,34.06322563970017,31.801868699922455,0.0,0.0,0.0,0.0,30.148813646937185,3.984249159989661,49.447987925299046,0.0,8.2
